========================================
Citation:
Pierre, JP, Dashtian, H, &amp; Young, MH. Texas Soil Observation Network (TxSON).
File Created/Processed: 2026-02-24 15:29:19
========================================
Date,Ppt,SWC_5,SWC_10,SWC_20,T_5,T_10,T_20,Flag
2016-02-20 09:00:00,0.00,0.207,0.303,0.374,17.52,17.33,17.23,0
2016-02-20 10:00:00,0.00,0.207,0.303,0.374,17.76,17.34,17.19,0
2016-02-20 11:00:00,0.00,0.208,0.303,0.374,18.26,17.46,17.18,0
2016-02-20 12:00:00,0.00,0.210,0.304,0.375,19.48,17.79,17.19,0
2016-02-20 13:00:00,0.00,0.213,0.305,0.374,20.90,18.43,17.30,0
2016-02-20 14:00:00,0.00,0.216,0.307,0.375,22.19,19.17,17.50,0
2016-02-20 15:00:00,0.00,0.218,0.308,0.375,23.15,19.91,17.80,2097152
2016-02-20 16:00:00,0.00,0.219,0.310,0.376,23.82,20.57,18.15,2097152
2016-02-20 17:00:00,0.00,0.218,0.310,0.377,23.13,20.86,18.51,2097152
2016-02-20 18:00:00,0.00,0.217,0.310,0.377,22.63,20.82,18.80,0
2016-02-20 19:00:00,0.00,0.215,0.309,0.378,21.80,20.66,18.98,0
2016-02-20 20:00:00,0.00,0.213,0.309,0.378,20.93,20.32,19.07,0
2016-02-20 21:00:00,0.00,0.211,0.307,0.378,20.27,19.95,19.07,0
2016-02-20 22:00:00,0.00,0.210,0.307,0.378,19.69,19.60,19.00,0
2016-02-20 23:00:00,0.00,0.209,0.306,0.377,19.37,19.31,18.90,0
2016-02-21 00:00:00,0.00,0.209,0.305,0.377,19.19,19.07,18.78,0
2016-02-21 01:00:00,0.00,0.208,0.305,0.377,19.09,18.92,18.66,0
2016-02-21 02:00:00,0.00,0.208,0.304,0.376,18.98,18.81,18.56,0
2016-02-21 03:00:00,0.00,0.207,0.304,0.376,18.80,18.69,18.49,0
2016-02-21 04:00:00,0.00,0.207,0.304,0.376,18.67,18.58,18.40,0
2016-02-21 05:00:00,0.00,0.207,0.303,0.375,18.56,18.47,18.33,0
2016-02-21 06:00:00,0.00,0.207,0.303,0.375,18.42,18.37,18.26,0
2016-02-21 07:00:00,0.00,0.206,0.303,0.375,18.28,18.27,18.19,0
2016-02-21 08:00:00,0.00,0.206,0.303,0.375,18.15,18.17,18.12,0
2016-02-21 09:00:00,0.00,0.206,0.302,0.374,18.09,18.07,18.05,0
2016-02-21 10:00:00,0.00,0.206,0.302,0.374,18.24,18.03,17.99,0
2016-02-21 11:00:00,0.00,0.207,0.302,0.374,18.53,18.10,17.94,0
2016-02-21 12:00:00,0.00,0.207,0.302,0.374,18.83,18.21,17.93,0
2016-02-21 13:00:00,0.00,0.209,0.303,0.374,19.37,18.38,17.94,0
2016-02-21 14:00:00,0.00,0.210,0.303,0.374,19.99,18.66,17.99,0
2016-02-21 15:00:00,0.00,0.211,0.304,0.374,20.59,18.99,18.08,0
2016-02-21 16:00:00,0.00,0.212,0.305,0.374,21.28,19.38,18.21,0
2016-02-21 17:00:00,0.00,0.212,0.305,0.375,20.92,19.63,18.38,0
2016-02-21 18:00:00,0.00,0.211,0.305,0.375,20.43,19.57,18.51,0
2016-02-21 19:00:00,4.57,0.210,0.305,0.375,19.88,19.42,18.60,0
2016-02-21 20:00:00,0.76,0.211,0.304,0.375,18.94,19.13,18.61,0
2016-02-21 21:00:00,0.76,0.211,0.303,0.375,18.14,18.70,18.56,0
2016-02-21 22:00:00,0.00,0.212,0.303,0.375,17.63,18.32,18.44,0
2016-02-21 23:00:00,0.00,0.212,0.302,0.374,17.29,17.99,18.30,0
2016-02-22 00:00:00,0.00,0.212,0.301,0.374,16.98,17.75,18.15,0
2016-02-22 01:00:00,0.00,0.212,0.300,0.374,16.67,17.51,18.00,0
2016-02-22 02:00:00,0.00,0.212,0.300,0.373,16.46,17.28,17.85,0
2016-02-22 03:00:00,0.00,0.213,0.299,0.373,16.31,17.11,17.71,0
2016-02-22 04:00:00,0.00,0.213,0.299,0.372,16.18,16.95,17.57,0
2016-02-22 05:00:00,0.00,0.213,0.299,0.372,15.95,16.81,17.46,0
2016-02-22 06:00:00,0.00,0.212,0.298,0.372,15.59,16.62,17.33,0
2016-02-22 07:00:00,0.00,0.212,0.298,0.371,15.23,16.39,17.20,0
2016-02-22 08:00:00,0.00,0.211,0.297,0.371,14.83,16.15,17.07,0
2016-02-22 09:00:00,0.00,0.211,0.296,0.371,14.56,15.88,16.93,0
2016-02-22 10:00:00,0.00,0.212,0.296,0.370,14.82,15.75,16.77,0
2016-02-22 11:00:00,0.00,0.213,0.296,0.370,15.36,15.79,16.65,0
2016-02-22 12:00:00,0.00,0.216,0.296,0.369,16.44,16.07,16.57,0
2016-02-22 13:00:00,0.00,0.220,0.298,0.369,17.97,16.63,16.58,0
2016-02-22 14:00:00,0.00,0.224,0.299,0.369,19.64,17.43,16.71,0
2016-02-22 15:00:00,0.00,0.227,0.301,0.370,20.69,18.25,16.96,0
2016-02-22 16:00:00,0.00,0.229,0.303,0.371,21.52,18.99,17.30,512
2016-02-22 17:00:00,0.00,0.229,0.304,0.371,21.20,19.38,17.65,512
2016-02-22 18:00:00,0.00,0.228,0.304,0.372,20.53,19.44,17.97,512
2016-02-22 19:00:00,0.00,0.225,0.303,0.373,19.04,19.15,18.17,0
2016-02-22 20:00:00,0.00,0.222,0.302,0.373,17.57,18.52,18.23,0
2016-02-22 21:00:00,0.00,0.220,0.300,0.372,16.60,17.86,18.12,0
2016-02-22 22:00:00,0.00,0.218,0.299,0.372,15.87,17.31,17.96,0
2016-02-22 23:00:00,0.76,0.218,0.298,0.371,15.70,16.89,17.73,0
2016-02-23 00:00:00,6.60,0.259,0.306,0.371,15.42,16.58,17.50,0
2016-02-23 01:00:00,4.83,0.369,0.402,0.369,14.88,15.77,17.29,0
2016-02-23 02:00:00,7.37,0.407,0.441,0.374,14.74,15.56,16.95,0
2016-02-23 03:00:00,0.25,0.423,0.449,0.400,14.48,15.47,16.68,0
2016-02-23 04:00:00,1.02,0.422,0.446,0.410,14.32,15.35,16.50,0
2016-02-23 05:00:00,0.76,0.432,0.451,0.416,14.11,15.19,16.35,0
2016-02-23 06:00:00,0.25,0.427,0.448,0.423,13.77,15.01,16.19,0
2016-02-23 07:00:00,0.00,0.422,0.444,0.426,13.32,14.75,16.04,0
2016-02-23 08:00:00,0.00,0.420,0.442,0.427,13.24,14.52,15.88,0
2016-02-23 09:00:00,0.00,0.418,0.440,0.428,13.16,14.40,15.71,0
2016-02-23 10:00:00,0.00,0.416,0.438,0.429,13.00,14.27,15.57,0
2016-02-23 11:00:00,0.00,0.414,0.436,0.429,12.97,14.13,15.44,0
2016-02-23 12:00:00,0.00,0.414,0.435,0.429,13.73,14.17,15.32,0
2016-02-23 13:00:00,0.00,0.414,0.434,0.430,14.52,14.54,15.25,0
2016-02-23 14:00:00,0.00,0.412,0.433,0.430,14.56,14.77,15.29,0
2016-02-23 15:00:00,0.00,0.411,0.432,0.430,15.09,14.98,15.36,0
2016-02-23 16:00:00,0.00,0.408,0.431,0.431,14.27,15.05,15.44,0
2016-02-23 17:00:00,0.00,0.404,0.429,0.431,13.18,14.67,15.46,0
2016-02-23 18:00:00,0.00,0.401,0.427,0.431,12.30,14.17,15.37,0
2016-02-23 19:00:00,0.00,0.398,0.425,0.430,11.35,13.63,15.20,0
2016-02-23 20:00:00,0.00,0.396,0.423,0.430,10.60,13.04,14.96,0
2016-02-23 21:00:00,0.00,0.394,0.421,0.429,9.98,12.55,14.67,0
2016-02-23 22:00:00,0.00,0.391,0.419,0.429,9.25,12.03,14.37,0
2016-02-23 23:00:00,0.00,0.389,0.417,0.428,8.65,11.52,14.05,0
2016-02-24 00:00:00,0.00,0.388,0.415,0.427,8.20,11.07,13.72,0
2016-02-24 01:00:00,0.00,0.386,0.414,0.426,7.87,10.67,13.40,0
2016-02-24 02:00:00,0.00,0.385,0.413,0.426,7.59,10.33,13.08,0
2016-02-24 03:00:00,0.00,0.384,0.412,0.425,7.36,10.04,12.79,0
2016-02-24 04:00:00,0.00,0.383,0.411,0.424,7.07,9.76,12.52,0
2016-02-24 05:00:00,0.00,0.382,0.410,0.424,6.68,9.47,12.27,0
2016-02-24 06:00:00,0.00,0.381,0.408,0.423,6.25,9.15,12.02,0
2016-02-24 07:00:00,0.00,0.379,0.407,0.422,5.86,8.82,11.76,0
2016-02-24 08:00:00,0.00,0.378,0.406,0.422,5.52,8.49,11.50,0
2016-02-24 09:00:00,0.00,0.377,0.405,0.421,5.50,8.23,11.24,0
2016-02-24 10:00:00,0.00,0.378,0.404,0.421,5.92,8.14,11.01,0
2016-02-24 11:00:00,0.00,0.381,0.404,0.420,7.72,8.36,10.82,0
2016-02-24 12:00:00,0.00,0.389,0.407,0.420,11.95,9.63,10.76,0
2016-02-24 13:00:00,0.00,0.396,0.410,0.420,15.36,11.58,10.99,0
2016-02-24 14:00:00,0.00,0.401,0.414,0.421,17.97,13.50,11.59,512
2016-02-24 15:00:00,0.00,0.405,0.417,0.423,19.79,15.16,12.36,2097664
2016-02-24 16:00:00,0.00,0.404,0.420,0.425,19.56,16.38,13.25,512
2016-02-24 17:00:00,0.00,0.398,0.419,0.427,16.63,16.21,14.03,0
2016-02-24 18:00:00,0.00,0.393,0.417,0.427,14.67,15.38,14.47,0
2016-02-24 19:00:00,0.00,0.390,0.415,0.428,13.25,14.57,14.58,0
2016-02-24 20:00:00,0.00,0.387,0.413,0.427,11.92,13.78,14.47,0
2016-02-24 21:00:00,0.00,0.383,0.411,0.427,10.74,13.00,14.25,0
2016-02-24 22:00:00,0.00,0.381,0.409,0.426,9.70,12.27,13.97,0
2016-02-24 23:00:00,0.00,0.378,0.407,0.425,8.81,11.57,13.64,0
2016-02-25 00:00:00,0.00,0.376,0.406,0.424,8.03,10.94,13.27,0
2016-02-25 01:00:00,0.00,0.374,0.404,0.423,7.33,10.35,12.90,0
2016-02-25 02:00:00,0.00,0.372,0.403,0.422,6.72,9.81,12.54,0
2016-02-25 03:00:00,0.00,0.370,0.401,0.422,6.19,9.32,12.16,0
2016-02-25 04:00:00,0.00,0.369,0.400,0.421,5.74,8.87,11.82,0
2016-02-25 05:00:00,0.00,0.368,0.399,0.420,5.36,8.46,11.46,0
2016-02-25 06:00:00,0.00,0.366,0.398,0.419,5.02,8.11,11.14,0
2016-02-25 07:00:00,0.00,0.365,0.397,0.418,4.76,7.78,10.83,0
2016-02-25 08:00:00,0.00,0.364,0.396,0.418,4.52,7.49,10.55,0
2016-02-25 09:00:00,0.00,0.364,0.395,0.417,4.65,7.28,10.29,0
2016-02-25 10:00:00,0.00,0.365,0.395,0.416,5.44,7.28,10.05,0
2016-02-25 11:00:00,0.00,0.369,0.396,0.416,7.72,7.69,9.89,0
2016-02-25 12:00:00,0.00,0.379,0.398,0.416,12.75,9.25,9.89,0
2016-02-25 13:00:00,0.00,0.388,0.403,0.416,17.21,11.68,10.23,0
2016-02-25 14:00:00,0.00,0.395,0.408,0.418,20.42,14.14,10.99,0
2016-02-25 15:00:00,0.00,0.400,0.412,0.420,22.34,16.22,12.01,2097152
2016-02-25 16:00:00,0.00,0.399,0.415,0.422,21.84,17.59,13.11,0
2016-02-25 17:00:00,0.00,0.393,0.414,0.424,18.65,17.40,14.09,0
2016-02-25 18:00:00,0.00,0.388,0.412,0.425,16.46,16.51,14.64,0
2016-02-25 19:00:00,0.00,0.384,0.410,0.426,14.84,15.62,14.81,0
2016-02-25 20:00:00,0.00,0.381,0.408,0.426,13.41,14.78,14.75,0
2016-02-25 21:00:00,0.00,0.378,0.406,0.425,12.22,13.95,14.57,0
2016-02-25 22:00:00,0.00,0.375,0.405,0.424,11.27,13.22,14.29,0
2016-02-25 23:00:00,0.00,0.373,0.403,0.424,10.44,12.57,13.98,0
2016-02-26 00:00:00,0.00,0.371,0.402,0.423,9.62,11.97,13.66,0
2016-02-26 01:00:00,0.00,0.369,0.400,0.422,8.85,11.38,13.33,0
2016-02-26 02:00:00,0.00,0.367,0.399,0.421,8.20,10.82,12.98,0
2016-02-26 03:00:00,0.00,0.365,0.397,0.420,7.73,10.34,12.64,0
2016-02-26 04:00:00,0.00,0.364,0.396,0.419,7.29,9.92,12.31,0
2016-02-26 05:00:00,0.00,0.363,0.395,0.418,6.79,9.52,11.99,0
2016-02-26 06:00:00,0.00,0.361,0.394,0.418,6.30,9.10,11.68,0
2016-02-26 07:00:00,0.00,0.360,0.393,0.417,5.84,8.70,11.38,0
2016-02-26 08:00:00,0.00,0.358,0.392,0.416,5.45,8.32,11.08,0
2016-02-26 09:00:00,0.00,0.358,0.391,0.416,5.40,8.01,10.79,0
2016-02-26 10:00:00,0.00,0.358,0.391,0.415,5.97,7.92,10.53,0
2016-02-26 11:00:00,0.00,0.362,0.391,0.414,8.06,8.19,10.32,0
2016-02-26 12:00:00,0.00,0.372,0.393,0.414,12.95,9.64,10.27,0
2016-02-26 13:00:00,0.00,0.381,0.398,0.414,17.19,11.93,10.55,0
2016-02-26 14:00:00,0.00,0.388,0.402,0.416,20.15,14.24,11.24,0
2016-02-26 15:00:00,0.00,0.392,0.406,0.417,22.08,16.20,12.18,0
2016-02-26 16:00:00,0.00,0.392,0.409,0.420,21.73,17.54,13.21,0
2016-02-26 17:00:00,0.00,0.386,0.409,0.422,18.79,17.43,14.14,0
2016-02-26 18:00:00,0.00,0.382,0.407,0.423,16.84,16.64,14.68,0
2016-02-26 19:00:00,0.00,0.378,0.405,0.423,15.37,15.86,14.88,0
2016-02-26 20:00:00,0.00,0.375,0.403,0.423,13.95,15.08,14.84,0
2016-02-26 21:00:00,0.00,0.372,0.402,0.423,12.71,14.29,14.68,0
2016-02-26 22:00:00,0.00,0.369,0.400,0.422,11.82,13.57,14.42,0
2016-02-26 23:00:00,0.00,0.367,0.398,0.421,11.08,12.96,14.14,0
2016-02-27 00:00:00,0.00,0.365,0.397,0.420,10.37,12.41,13.83,0
2016-02-27 01:00:00,0.00,0.363,0.396,0.420,9.68,11.88,13.52,0
2016-02-27 02:00:00,0.00,0.362,0.394,0.419,9.07,11.36,13.22,0
2016-02-27 03:00:00,0.00,0.360,0.393,0.418,8.64,10.91,12.90,0
2016-02-27 04:00:00,0.00,0.359,0.392,0.417,8.37,10.55,12.59,0
2016-02-27 05:00:00,0.00,0.358,0.391,0.417,8.12,10.26,12.31,0
2016-02-27 06:00:00,0.00,0.357,0.390,0.416,8.07,10.00,12.06,0
2016-02-27 07:00:00,0.00,0.357,0.390,0.415,8.06,9.86,11.83,0
2016-02-27 08:00:00,0.00,0.357,0.390,0.415,8.25,9.75,11.63,0
2016-02-27 09:00:00,0.00,0.358,0.390,0.414,9.14,9.87,11.48,0
2016-02-27 10:00:00,0.00,0.361,0.390,0.414,10.44,10.28,11.41,0
2016-02-27 11:00:00,0.00,0.364,0.391,0.414,12.12,10.91,11.44,0
2016-02-27 12:00:00,0.00,0.372,0.394,0.414,15.91,12.21,11.60,0
2016-02-27 13:00:00,0.00,0.380,0.397,0.415,19.35,14.17,12.00,0
2016-02-27 14:00:00,0.00,0.386,0.402,0.416,22.05,16.20,12.71,0
2016-02-27 15:00:00,0.00,0.389,0.405,0.418,23.52,17.91,13.61,0
2016-02-27 16:00:00,0.00,0.388,0.407,0.420,23.02,19.01,14.57,0
2016-02-27 17:00:00,0.00,0.383,0.406,0.422,20.33,18.84,15.41,0
2016-02-27 18:00:00,0.00,0.379,0.405,0.423,18.50,18.07,15.89,0
2016-02-27 19:00:00,0.00,0.376,0.403,0.423,17.13,17.32,16.03,0
2016-02-27 20:00:00,0.00,0.372,0.401,0.423,15.82,16.59,15.99,0
2016-02-27 21:00:00,0.00,0.369,0.400,0.422,14.62,15.82,15.84,0
2016-02-27 22:00:00,0.00,0.367,0.398,0.422,13.62,15.11,15.59,0
2016-02-27 23:00:00,0.00,0.365,0.397,0.421,13.01,14.50,15.30,0
2016-02-28 00:00:00,0.00,0.364,0.395,0.420,12.74,14.06,15.01,0
2016-02-28 01:00:00,0.00,0.363,0.395,0.420,12.48,13.73,14.73,0
2016-02-28 02:00:00,0.00,0.362,0.394,0.419,12.24,13.45,14.49,0
2016-02-28 03:00:00,0.00,0.361,0.392,0.418,12.03,13.21,14.27,0
2016-02-28 04:00:00,0.00,0.361,0.392,0.418,12.14,13.04,14.06,0
2016-02-28 05:00:00,0.00,0.361,0.392,0.417,12.40,13.01,13.91,0
2016-02-28 06:00:00,0.00,0.360,0.392,0.417,12.37,13.02,13.79,0
2016-02-28 07:00:00,0.00,0.360,0.392,0.417,12.45,12.98,13.71,0
2016-02-28 08:00:00,0.00,0.361,0.391,0.416,12.64,12.99,13.65,0
2016-02-28 09:00:00,0.00,0.361,0.391,0.416,13.15,13.11,13.60,0
2016-02-28 10:00:00,0.00,0.363,0.392,0.416,14.12,13.41,13.60,0
2016-02-28 11:00:00,0.00,0.367,0.392,0.416,15.85,14.02,13.67,0
2016-02-28 12:00:00,0.00,0.372,0.395,0.416,18.28,15.07,13.86,0
2016-02-28 13:00:00,0.00,0.378,0.397,0.417,20.90,16.49,14.23,0
2016-02-28 14:00:00,0.00,0.383,0.400,0.418,23.27,18.14,14.80,2097152
2016-02-28 15:00:00,0.00,0.386,0.403,0.419,24.78,19.50,15.55,2097152
2016-02-28 16:00:00,0.00,0.386,0.405,0.421,25.13,20.69,16.36,2097152
2016-02-28 17:00:00,0.00,0.382,0.405,0.423,22.74,20.73,17.12,0
2016-02-28 18:00:00,0.00,0.378,0.404,0.423,21.12,20.12,17.60,0
