========================================
Citation:
Pierre, JP, Dashtian, H, &amp; Young, MH. Texas Soil Observation Network (TxSON).
File Created/Processed: 2026-02-24 15:29:23
========================================
Date,Ppt,SWC_5,SWC_10,SWC_20,T_5,T_10,T_20,Flag
2016-02-13 04:00:00,0.00,0.104,0.138,0.188,13.50,15.01,15.60,0
2016-02-13 05:00:00,0.00,0.104,0.138,0.188,13.02,14.65,15.47,0
2016-02-13 06:00:00,0.00,0.104,0.138,0.188,12.58,14.30,15.33,0
2016-02-13 07:00:00,0.00,0.104,0.137,0.188,12.21,13.95,15.18,0
2016-02-13 08:00:00,0.00,0.104,0.138,0.188,11.86,13.64,15.03,0
2016-02-13 09:00:00,0.00,0.104,0.138,0.188,11.65,13.35,14.88,0
2016-02-13 10:00:00,0.00,0.104,0.137,0.188,12.21,13.16,14.74,0
2016-02-13 11:00:00,0.00,0.104,0.137,0.188,13.73,13.28,14.60,0
2016-02-13 12:00:00,0.00,0.105,0.136,0.187,15.81,13.80,14.49,0
2016-02-13 13:00:00,0.00,0.105,0.136,0.187,18.06,14.69,14.44,0
2016-02-13 14:00:00,0.00,0.105,0.136,0.187,19.90,15.77,14.48,0
2016-02-13 15:00:00,0.00,0.106,0.136,0.187,21.19,16.88,14.61,0
2016-02-13 16:00:00,0.00,0.105,0.136,0.187,21.93,17.85,14.82,0
2016-02-13 17:00:00,0.00,0.104,0.136,0.187,21.92,18.53,15.09,0
2016-02-13 18:00:00,0.00,0.103,0.136,0.187,21.05,18.86,15.38,0
2016-02-13 19:00:00,0.00,0.103,0.136,0.187,19.71,18.72,15.68,0
2016-02-13 20:00:00,0.00,0.102,0.136,0.187,18.50,18.34,15.91,0
2016-02-13 21:00:00,0.00,0.101,0.136,0.187,17.54,17.86,16.07,0
2016-02-13 22:00:00,0.00,0.101,0.136,0.187,16.73,17.40,16.14,0
2016-02-13 23:00:00,0.00,0.101,0.135,0.187,16.11,16.94,16.16,0
2016-02-14 00:00:00,0.00,0.101,0.135,0.187,15.62,16.53,16.13,0
2016-02-14 01:00:00,0.00,0.101,0.135,0.187,15.19,16.19,16.07,0
2016-02-14 02:00:00,0.00,0.101,0.135,0.187,14.80,15.87,15.97,0
2016-02-14 03:00:00,0.00,0.101,0.135,0.187,14.51,15.57,15.88,0
2016-02-14 04:00:00,0.00,0.101,0.135,0.187,14.41,15.35,15.77,0
2016-02-14 05:00:00,0.00,0.101,0.135,0.187,14.38,15.18,15.67,0
2016-02-14 06:00:00,0.00,0.101,0.135,0.187,14.35,15.05,15.56,0
2016-02-14 07:00:00,0.00,0.101,0.135,0.187,14.31,14.97,15.47,0
2016-02-14 08:00:00,0.00,0.102,0.135,0.187,14.28,14.88,15.38,0
2016-02-14 09:00:00,0.00,0.102,0.135,0.187,14.29,14.81,15.32,0
2016-02-14 10:00:00,0.00,0.102,0.135,0.187,14.48,14.79,15.26,0
2016-02-14 11:00:00,0.00,0.102,0.135,0.187,14.86,14.84,15.20,0
2016-02-14 12:00:00,0.00,0.102,0.135,0.187,15.40,14.99,15.16,0
2016-02-14 13:00:00,0.00,0.102,0.135,0.187,16.73,15.28,15.15,0
2016-02-14 14:00:00,0.00,0.102,0.135,0.187,18.42,15.89,15.14,0
2016-02-14 15:00:00,0.00,0.103,0.134,0.187,19.72,16.64,15.21,0
2016-02-14 16:00:00,0.00,0.103,0.134,0.187,20.40,17.41,15.31,512
2016-02-14 17:00:00,0.00,0.102,0.134,0.187,20.32,17.93,15.48,0
2016-02-14 18:00:00,0.00,0.101,0.134,0.187,19.81,18.16,15.69,0
2016-02-14 19:00:00,0.00,0.101,0.134,0.187,18.97,18.12,15.88,0
2016-02-14 20:00:00,0.00,0.100,0.134,0.187,18.03,17.87,16.05,0
2016-02-14 21:00:00,0.00,0.100,0.134,0.187,17.25,17.52,16.17,0
2016-02-14 22:00:00,0.00,0.100,0.134,0.187,16.63,17.15,16.21,0
2016-02-14 23:00:00,0.00,0.100,0.134,0.187,16.14,16.81,16.23,0
2016-02-15 00:00:00,0.00,0.100,0.134,0.187,15.73,16.48,16.20,0
2016-02-15 01:00:00,0.00,0.100,0.134,0.187,15.38,16.20,16.14,0
2016-02-15 02:00:00,0.00,0.100,0.134,0.187,14.99,15.94,16.07,0
2016-02-15 03:00:00,0.00,0.100,0.134,0.187,14.58,15.65,15.99,0
2016-02-15 04:00:00,0.00,0.100,0.134,0.187,14.20,15.37,15.90,0
2016-02-15 05:00:00,0.00,0.100,0.134,0.187,14.01,15.13,15.80,0
2016-02-15 06:00:00,0.00,0.100,0.134,0.187,13.59,14.89,15.70,0
2016-02-15 07:00:00,0.00,0.100,0.134,0.187,13.14,14.61,15.59,0
2016-02-15 08:00:00,0.00,0.100,0.134,0.187,12.68,14.32,15.49,0
2016-02-15 09:00:00,0.00,0.100,0.134,0.187,12.34,14.00,15.37,0
2016-02-15 10:00:00,0.00,0.100,0.134,0.187,12.68,13.77,15.25,0
2016-02-15 11:00:00,0.00,0.101,0.133,0.187,13.88,13.79,15.13,0
2016-02-15 12:00:00,0.00,0.101,0.133,0.186,15.66,14.17,15.03,0
2016-02-15 13:00:00,0.00,0.102,0.133,0.186,17.74,14.89,14.96,0
2016-02-15 14:00:00,0.00,0.102,0.132,0.186,19.61,15.82,14.99,0
2016-02-15 15:00:00,0.00,0.102,0.132,0.186,21.02,16.84,15.08,0
2016-02-15 16:00:00,0.00,0.102,0.132,0.186,21.91,17.81,15.25,512
2016-02-15 17:00:00,0.00,0.101,0.132,0.186,21.97,18.53,15.49,512
2016-02-15 18:00:00,0.00,0.100,0.132,0.186,20.99,18.87,15.75,0
2016-02-15 19:00:00,0.00,0.099,0.132,0.186,19.50,18.74,16.03,0
2016-02-15 20:00:00,0.00,0.099,0.132,0.186,18.06,18.29,16.24,0
2016-02-15 21:00:00,0.00,0.098,0.132,0.186,16.82,17.71,16.38,0
2016-02-15 22:00:00,0.00,0.098,0.132,0.186,15.83,17.11,16.43,0
2016-02-15 23:00:00,0.00,0.098,0.131,0.186,15.00,16.53,16.41,0
2016-02-16 00:00:00,0.00,0.098,0.131,0.186,14.30,16.01,16.34,0
2016-02-16 01:00:00,0.00,0.098,0.131,0.186,13.79,15.53,16.23,0
2016-02-16 02:00:00,0.00,0.098,0.131,0.186,13.40,15.13,16.09,0
2016-02-16 03:00:00,0.00,0.098,0.131,0.186,13.04,14.77,15.94,0
2016-02-16 04:00:00,0.00,0.098,0.131,0.186,12.71,14.45,15.78,0
2016-02-16 05:00:00,0.00,0.098,0.131,0.186,12.46,14.17,15.63,0
2016-02-16 06:00:00,0.00,0.098,0.131,0.185,12.27,13.92,15.48,0
2016-02-16 07:00:00,0.00,0.098,0.131,0.185,12.13,13.72,15.34,0
2016-02-16 08:00:00,0.00,0.098,0.131,0.185,11.97,13.52,15.20,0
2016-02-16 09:00:00,0.00,0.098,0.131,0.185,11.96,13.35,15.07,0
2016-02-16 10:00:00,0.00,0.098,0.130,0.185,12.57,13.29,14.95,0
2016-02-16 11:00:00,0.00,0.099,0.130,0.185,13.93,13.47,14.85,0
2016-02-16 12:00:00,0.00,0.099,0.129,0.185,15.94,14.01,14.78,0
2016-02-16 13:00:00,0.00,0.100,0.129,0.185,18.43,14.88,14.75,0
2016-02-16 14:00:00,0.00,0.100,0.128,0.185,20.71,16.06,14.81,0
2016-02-16 15:00:00,0.00,0.100,0.128,0.185,22.27,17.29,14.97,0
2016-02-16 16:00:00,0.00,0.100,0.127,0.185,23.07,18.37,15.21,0
2016-02-16 17:00:00,0.00,0.099,0.127,0.185,23.17,19.16,15.51,0
2016-02-16 18:00:00,0.00,0.098,0.127,0.184,22.20,19.56,15.83,0
2016-02-16 19:00:00,0.00,0.097,0.127,0.184,20.61,19.47,16.14,0
2016-02-16 20:00:00,0.00,0.096,0.128,0.184,19.23,19.04,16.41,0
2016-02-16 21:00:00,0.00,0.096,0.127,0.184,18.16,18.51,16.61,0
2016-02-16 22:00:00,0.00,0.096,0.128,0.184,17.27,17.99,16.70,0
2016-02-16 23:00:00,0.00,0.096,0.128,0.184,16.47,17.49,16.73,0
2016-02-17 00:00:00,0.00,0.095,0.128,0.184,15.82,17.01,16.68,0
2016-02-17 01:00:00,0.00,0.095,0.128,0.184,15.23,16.57,16.62,0
2016-02-17 02:00:00,0.00,0.095,0.128,0.184,14.61,16.15,16.52,0
2016-02-17 03:00:00,0.00,0.095,0.128,0.184,14.05,15.72,16.39,0
2016-02-17 04:00:00,0.00,0.095,0.127,0.184,13.57,15.33,16.27,0
2016-02-17 05:00:00,0.00,0.095,0.127,0.184,13.14,14.95,16.12,0
2016-02-17 06:00:00,0.00,0.095,0.127,0.184,12.71,14.60,15.96,0
2016-02-17 07:00:00,0.00,0.095,0.127,0.184,12.29,14.26,15.82,0
2016-02-17 08:00:00,0.00,0.095,0.127,0.184,11.90,13.92,15.66,0
2016-02-17 09:00:00,0.00,0.095,0.127,0.184,11.68,13.62,15.50,0
2016-02-17 10:00:00,0.00,0.095,0.126,0.184,12.22,13.42,15.35,0
2016-02-17 11:00:00,0.00,0.096,0.126,0.184,13.61,13.51,15.20,0
2016-02-17 12:00:00,0.00,0.096,0.125,0.183,15.58,14.00,15.08,0
2016-02-17 13:00:00,0.00,0.097,0.125,0.183,17.89,14.85,15.02,0
2016-02-17 14:00:00,0.00,0.097,0.124,0.183,19.97,15.90,15.04,0
2016-02-17 15:00:00,0.00,0.097,0.124,0.183,21.47,17.06,15.15,0
2016-02-17 16:00:00,0.00,0.097,0.124,0.183,22.30,18.09,15.36,0
2016-02-17 17:00:00,0.00,0.096,0.123,0.183,22.40,18.84,15.62,0
2016-02-17 18:00:00,0.00,0.095,0.124,0.183,21.60,19.22,15.90,0
2016-02-17 19:00:00,0.00,0.094,0.124,0.183,20.21,19.14,16.19,0
2016-02-17 20:00:00,0.00,0.094,0.124,0.183,18.94,18.76,16.42,0
2016-02-17 21:00:00,0.00,0.093,0.124,0.183,17.92,18.27,16.59,0
2016-02-17 22:00:00,0.00,0.093,0.124,0.183,17.16,17.81,16.69,0
2016-02-17 23:00:00,0.00,0.093,0.124,0.183,16.54,17.37,16.71,0
2016-02-18 00:00:00,0.00,0.092,0.124,0.183,16.03,16.99,16.68,0
2016-02-18 01:00:00,0.00,0.092,0.124,0.183,15.55,16.62,16.62,0
2016-02-18 02:00:00,0.00,0.092,0.124,0.183,15.10,16.27,16.55,0
2016-02-18 03:00:00,0.00,0.092,0.124,0.183,14.75,15.98,16.44,0
2016-02-18 04:00:00,0.00,0.093,0.124,0.183,14.45,15.69,16.33,0
2016-02-18 05:00:00,0.00,0.093,0.124,0.183,14.19,15.44,16.23,0
2016-02-18 06:00:00,0.00,0.093,0.124,0.183,13.94,15.21,16.12,0
2016-02-18 07:00:00,0.00,0.093,0.124,0.183,13.72,14.99,16.01,0
2016-02-18 08:00:00,0.00,0.093,0.124,0.183,13.58,14.80,15.90,0
2016-02-18 09:00:00,0.00,0.093,0.124,0.183,13.63,14.65,15.79,0
2016-02-18 10:00:00,0.00,0.093,0.124,0.183,14.02,14.60,15.69,0
2016-02-18 11:00:00,0.00,0.093,0.124,0.183,15.11,14.71,15.60,0
2016-02-18 12:00:00,0.00,0.094,0.123,0.182,16.89,15.12,15.54,0
2016-02-18 13:00:00,0.00,0.094,0.122,0.182,19.00,15.89,15.52,0
2016-02-18 14:00:00,0.00,0.095,0.122,0.182,20.81,16.86,15.56,0
2016-02-18 15:00:00,0.00,0.095,0.121,0.182,22.09,17.92,15.70,0
2016-02-18 16:00:00,0.00,0.094,0.121,0.182,22.85,18.83,15.91,0
2016-02-18 17:00:00,0.00,0.094,0.121,0.182,22.91,19.51,16.15,0
2016-02-18 18:00:00,0.00,0.093,0.121,0.182,22.16,19.86,16.44,0
2016-02-18 19:00:00,0.00,0.092,0.121,0.182,20.95,19.77,16.72,0
2016-02-18 20:00:00,0.00,0.092,0.121,0.182,19.90,19.45,16.95,0
2016-02-18 21:00:00,0.00,0.091,0.121,0.182,19.08,19.05,17.11,0
2016-02-18 22:00:00,0.00,0.091,0.121,0.182,18.45,18.67,17.19,0
2016-02-18 23:00:00,0.00,0.091,0.121,0.182,17.91,18.33,17.23,0
2016-02-19 00:00:00,0.00,0.091,0.121,0.182,17.44,17.99,17.22,0
2016-02-19 01:00:00,0.00,0.091,0.121,0.182,17.05,17.68,17.19,0
2016-02-19 02:00:00,0.00,0.091,0.121,0.182,16.77,17.41,17.13,0
2016-02-19 03:00:00,0.00,0.091,0.121,0.182,16.56,17.19,17.05,0
2016-02-19 04:00:00,0.00,0.091,0.121,0.182,16.22,16.97,16.98,0
2016-02-19 05:00:00,0.00,0.091,0.122,0.182,15.89,16.75,16.90,0
2016-02-19 06:00:00,0.00,0.091,0.122,0.182,15.65,16.50,16.81,0
2016-02-19 07:00:00,0.00,0.091,0.122,0.182,15.65,16.34,16.73,0
2016-02-19 08:00:00,0.00,0.091,0.122,0.182,15.71,16.24,16.64,131072
2016-02-19 09:00:00,0.00,0.091,0.122,0.182,15.77,16.19,16.57,0
2016-02-19 10:00:00,0.00,0.091,0.122,0.182,15.93,16.17,16.49,0
2016-02-19 11:00:00,0.00,0.092,0.122,0.182,16.33,16.22,16.43,0
2016-02-19 12:00:00,0.00,0.092,0.122,0.182,17.07,16.42,16.39,0
2016-02-19 13:00:00,0.00,0.092,0.121,0.182,18.47,16.77,16.38,0
2016-02-19 14:00:00,0.00,0.093,0.120,0.182,20.56,17.43,16.40,0
2016-02-19 15:00:00,0.00,0.093,0.120,0.182,22.09,18.37,16.46,0
2016-02-19 16:00:00,0.00,0.093,0.119,0.181,23.13,19.28,16.60,0
2016-02-19 17:00:00,0.00,0.092,0.119,0.181,23.41,20.01,16.81,8192
2016-02-19 18:00:00,0.00,0.092,0.119,0.181,22.77,20.39,17.04,8192
2016-02-19 19:00:00,0.00,0.091,0.119,0.181,21.62,20.35,17.30,0
2016-02-19 20:00:00,0.00,0.090,0.119,0.182,20.48,20.04,17.51,0
2016-02-19 21:00:00,0.00,0.090,0.119,0.182,19.51,19.61,17.66,0
2016-02-19 22:00:00,0.00,0.090,0.119,0.182,18.75,19.16,17.73,0
2016-02-19 23:00:00,0.00,0.089,0.119,0.182,18.19,18.75,17.75,0
2016-02-20 00:00:00,0.00,0.089,0.119,0.182,18.03,18.42,17.73,0
2016-02-20 01:00:00,0.00,0.090,0.120,0.182,18.05,18.24,17.67,0
2016-02-20 02:00:00,0.00,0.090,0.120,0.182,18.05,18.13,17.61,0
2016-02-20 03:00:00,0.00,0.090,0.120,0.182,18.01,18.05,17.55,0
2016-02-20 04:00:00,0.00,0.090,0.120,0.182,17.93,17.99,17.50,0
2016-02-20 05:00:00,0.00,0.090,0.120,0.182,17.83,17.91,17.46,0
2016-02-20 06:00:00,0.00,0.090,0.121,0.182,17.76,17.83,17.42,0
2016-02-20 07:00:00,0.00,0.090,0.121,0.182,17.69,17.77,17.38,0
2016-02-20 08:00:00,0.00,0.090,0.121,0.182,17.61,17.69,17.34,0
2016-02-20 09:00:00,0.00,0.090,0.121,0.182,17.57,17.63,17.32,0
2016-02-20 10:00:00,0.00,0.090,0.121,0.182,17.64,17.60,17.29,0
2016-02-20 11:00:00,0.00,0.090,0.121,0.182,17.82,17.61,17.26,0
2016-02-20 12:00:00,0.00,0.090,0.121,0.182,18.33,17.71,17.24,0
2016-02-20 13:00:00,0.00,0.090,0.120,0.181,19.36,17.98,17.23,0
2016-02-20 14:00:00,0.00,0.091,0.119,0.181,20.53,18.45,17.25,0
2016-02-20 15:00:00,0.00,0.091,0.119,0.181,21.28,19.00,17.29,0
2016-02-20 16:00:00,0.00,0.091,0.119,0.181,21.99,19.48,17.38,0
2016-02-20 17:00:00,0.00,0.091,0.119,0.181,22.39,19.96,17.52,0
2016-02-20 18:00:00,0.00,0.090,0.119,0.181,22.05,20.22,17.67,0
2016-02-20 19:00:00,0.00,0.090,0.119,0.181,21.43,20.26,17.84,0
2016-02-20 20:00:00,0.00,0.090,0.119,0.181,20.78,20.11,17.97,0
2016-02-20 21:00:00,0.00,0.089,0.119,0.181,20.25,19.89,18.08,0
2016-02-20 22:00:00,0.00,0.089,0.119,0.181,19.80,19.65,18.15,0
2016-02-20 23:00:00,0.00,0.089,0.119,0.181,19.47,19.43,18.17,0
2016-02-21 00:00:00,0.00,0.089,0.119,0.181,19.23,19.22,18.18,0
2016-02-21 01:00:00,0.00,0.089,0.119,0.181,19.08,19.07,18.16,0
2016-02-21 02:00:00,0.00,0.089,0.119,0.181,18.92,18.93,18.13,0
2016-02-21 03:00:00,0.00,0.089,0.120,0.181,18.75,18.81,18.09,0
2016-02-21 04:00:00,0.00,0.089,0.120,0.181,18.61,18.69,18.06,0
2016-02-21 05:00:00,0.00,0.089,0.120,0.181,18.48,18.57,18.02,0
2016-02-21 06:00:00,0.00,0.089,0.120,0.181,18.36,18.46,17.98,0
2016-02-21 07:00:00,0.00,0.089,0.120,0.181,18.21,18.36,17.94,0
2016-02-21 08:00:00,0.00,0.089,0.120,0.181,18.07,18.25,17.90,0
2016-02-21 09:00:00,0.00,0.089,0.120,0.181,17.97,18.15,17.86,0
2016-02-21 10:00:00,0.00,0.090,0.120,0.181,18.00,18.07,17.82,0
2016-02-21 11:00:00,0.00,0.090,0.120,0.181,18.12,18.05,17.77,0
2016-02-21 12:00:00,0.00,0.090,0.121,0.181,18.27,18.07,17.74,0
2016-02-21 13:00:00,0.00,0.090,0.121,0.181,18.59,18.15,17.71,0
2016-02-21 14:00:00,0.00,0.090,0.121,0.181,18.96,18.29,17.69,0
2016-02-21 15:00:00,0.00,0.090,0.121,0.181,19.39,18.46,17.69,0
2016-02-21 16:00:00,0.00,0.091,0.121,0.181,20.07,18.74,17.71,0
2016-02-21 17:00:00,0.00,0.090,0.121,0.181,20.00,19.00,17.76,0
2016-02-21 18:00:00,0.00,0.090,0.121,0.181,19.70,19.05,17.81,0
2016-02-21 19:00:00,3.81,0.090,0.121,0.181,19.38,19.00,17.87,0
2016-02-21 20:00:00,1.27,0.091,0.122,0.181,18.82,18.86,17.92,0
2016-02-21 21:00:00,1.02,0.091,0.122,0.181,18.23,18.60,17.95,0
2016-02-21 22:00:00,0.00,0.092,0.122,0.181,17.84,18.33,17.95,0
2016-02-21 23:00:00,0.00,0.092,0.122,0.181,17.55,18.10,17.91,0
2016-02-22 00:00:00,0.00,0.093,0.122,0.181,17.27,17.89,17.87,0
2016-02-22 01:00:00,0.00,0.093,0.122,0.181,16.98,17.68,17.80,0
2016-02-22 02:00:00,0.00,0.094,0.122,0.181,16.77,17.49,17.74,0
2016-02-22 03:00:00,0.00,0.094,0.122,0.181,16.60,17.32,17.66,0
2016-02-22 04:00:00,0.00,0.095,0.122,0.181,16.44,17.16,17.59,0
2016-02-22 05:00:00,0.00,0.095,0.122,0.181,16.26,17.02,17.51,0
2016-02-22 06:00:00,0.00,0.095,0.122,0.181,15.98,16.86,17.43,0
2016-02-22 07:00:00,0.00,0.096,0.122,0.181,15.67,16.66,17.35,0
2016-02-22 08:00:00,0.00,0.096,0.123,0.181,15.33,16.46,17.28,0
2016-02-22 09:00:00,0.00,0.096,0.123,0.181,15.05,16.23,17.20,0
2016-02-22 10:00:00,0.00,0.097,0.123,0.181,15.10,16.06,17.10,0
2016-02-22 11:00:00,0.00,0.097,0.123,0.181,15.35,15.99,17.01,0
2016-02-22 12:00:00,0.00,0.098,0.123,0.181,16.00,16.05,16.92,0
2016-02-22 13:00:00,0.00,0.099,0.123,0.181,17.03,16.32,16.85,0
2016-02-22 14:00:00,0.00,0.100,0.123,0.181,18.43,16.79,16.81,0
2016-02-22 15:00:00,0.00,0.101,0.123,0.181,19.75,17.43,16.82,0
2016-02-22 16:00:00,0.00,0.102,0.123,0.181,21.07,18.18,16.89,0
2016-02-22 17:00:00,0.00,0.102,0.124,0.181,21.14,18.86,17.00,512
2016-02-22 18:00:00,0.00,0.102,0.124,0.181,20.55,19.15,17.18,0
2016-02-22 19:00:00,0.00,0.101,0.124,0.181,19.45,19.09,17.34,0
2016-02-22 20:00:00,0.00,0.101,0.124,0.181,18.28,18.74,17.49,0
2016-02-22 21:00:00,0.00,0.101,0.124,0.181,17.38,18.27,17.58,0
2016-02-22 22:00:00,0.00,0.101,0.124,0.181,16.69,17.82,17.61,0
2016-02-22 23:00:00,0.76,0.101,0.124,0.181,16.32,17.43,17.58,0
2016-02-23 00:00:00,6.60,0.106,0.124,0.181,16.05,17.15,17.51,0
2016-02-23 01:00:00,5.33,0.230,0.127,0.182,15.30,16.78,17.43,0
2016-02-23 02:00:00,5.84,0.288,0.150,0.182,14.87,16.28,17.32,0
2016-02-23 03:00:00,0.25,0.274,0.176,0.186,14.71,15.97,17.17,0
2016-02-23 04:00:00,1.02,0.268,0.193,0.190,14.52,15.78,17.03,0
2016-02-23 05:00:00,0.51,0.266,0.211,0.194,14.35,15.60,16.89,0
2016-02-23 06:00:00,0.00,0.258,0.226,0.197,14.08,15.41,16.79,0
2016-02-23 07:00:00,0.00,0.252,0.234,0.199,13.69,15.19,16.67,0
2016-02-23 08:00:00,0.00,0.248,0.238,0.199,13.50,14.97,16.56,0
2016-02-23 09:00:00,0.25,0.244,0.239,0.200,13.32,14.76,16.46,0
2016-02-23 10:00:00,0.00,0.241,0.239,0.200,13.02,14.56,16.33,0
2016-02-23 11:00:00,0.00,0.238,0.238,0.199,12.95,14.36,16.22,0
2016-02-23 12:00:00,0.00,0.235,0.237,0.199,13.09,14.22,16.11,0
2016-02-23 13:00:00,0.00,0.232,0.236,0.198,13.37,14.17,16.00,0
2016-02-23 14:00:00,0.00,0.229,0.235,0.198,13.34,14.18,15.89,0
2016-02-23 15:00:00,0.00,0.226,0.234,0.197,13.34,14.14,15.80,0
2016-02-23 16:00:00,0.00,0.223,0.232,0.197,13.03,14.10,15.73,0
2016-02-23 17:00:00,0.00,0.221,0.231,0.197,12.41,13.91,15.66,0
2016-02-23 18:00:00,0.00,0.219,0.230,0.196,11.83,13.64,15.60,0
2016-02-23 19:00:00,0.00,0.217,0.229,0.196,11.21,13.31,15.52,0
2016-02-23 20:00:00,0.00,0.215,0.228,0.195,10.64,12.95,15.42,0
2016-02-23 21:00:00,0.00,0.214,0.227,0.195,10.19,12.59,15.29,0
2016-02-23 22:00:00,0.00,0.212,0.226,0.195,9.60,12.23,15.16,0
2016-02-23 23:00:00,0.00,0.211,0.225,0.195,9.05,11.84,15.01,0
2016-02-24 00:00:00,0.00,0.210,0.224,0.194,8.61,11.47,14.84,0
2016-02-24 01:00:00,0.00,0.209,0.223,0.194,8.24,11.11,14.67,0
2016-02-24 02:00:00,0.00,0.208,0.223,0.193,7.93,10.79,14.49,0
2016-02-24 03:00:00,0.00,0.207,0.222,0.193,7.67,10.49,14.31,0
2016-02-24 04:00:00,0.00,0.207,0.221,0.193,7.38,10.22,14.12,0
2016-02-24 05:00:00,0.00,0.206,0.221,0.193,7.04,9.95,13.94,0
2016-02-24 06:00:00,0.00,0.205,0.220,0.193,6.64,9.67,13.77,0
2016-02-24 07:00:00,0.00,0.204,0.219,0.193,6.26,9.37,13.59,0
2016-02-24 08:00:00,0.00,0.204,0.219,0.192,5.91,9.06,13.41,0
2016-02-24 09:00:00,0.00,0.203,0.218,0.192,5.74,8.78,13.24,0
2016-02-24 10:00:00,0.00,0.202,0.218,0.192,6.54,8.60,13.05,0
2016-02-24 11:00:00,0.00,0.202,0.217,0.192,8.35,8.76,12.89,0
2016-02-24 12:00:00,0.00,0.202,0.216,0.192,10.51,9.33,12.74,0
2016-02-24 13:00:00,0.00,0.201,0.215,0.192,12.68,10.23,12.66,0
2016-02-24 14:00:00,0.00,0.199,0.214,0.191,14.67,11.28,12.67,0
2016-02-24 15:00:00,0.00,0.197,0.214,0.191,16.09,12.40,12.77,0
2016-02-24 16:00:00,0.00,0.195,0.213,0.191,16.84,13.41,12.95,0
2016-02-24 17:00:00,0.00,0.193,0.212,0.191,16.77,14.18,13.20,0
2016-02-24 18:00:00,0.00,0.190,0.211,0.191,15.62,14.55,13.47,0
2016-02-24 19:00:00,0.00,0.188,0.210,0.191,14.10,14.41,13.73,0
2016-02-24 20:00:00,0.00,0.186,0.209,0.191,12.69,13.99,13.94,0
2016-02-24 21:00:00,0.00,0.185,0.208,0.191,11.55,13.44,14.08,0
2016-02-24 22:00:00,0.00,0.183,0.207,0.190,10.60,12.90,14.13,0
2016-02-24 23:00:00,0.00,0.183,0.206,0.190,9.80,12.37,14.11,0
