Station_ID,Date,Latitude,Longitude,Precipitation,T_Max,T_Min,OpenMeteo_SM,SMAP_Moisture
CB09,2016-04-17,30.4283,-98.8065,11.9,25.4,18.0,,0.35270833333333335
CB09,2016-04-18,30.4283,-98.8065,7.3,21.1,17.1,,0.39058333333333334
CB09,2016-04-19,30.4283,-98.8065,2.4,21.7,16.7,,0.3743379629629629
CB09,2016-04-20,30.4283,-98.8065,4.5,24.8,17.5,,0.3791263227513228
CB09,2016-04-21,30.4283,-98.8065,6.4,25.1,17.8,,0.3833690476190476
CB09,2016-04-22,30.4283,-98.8065,0.0,24.4,11.9,,0.3627291666666666
CB09,2016-04-23,30.4283,-98.8065,0.0,25.6,12.2,,0.34022916666666664
CB09,2016-04-24,30.4283,-98.8065,0.3,23.9,15.9,,0.3227083333333333
CB09,2016-04-25,30.4283,-98.8065,0.0,29.8,17.9,,0.3107083333333333
CB09,2016-04-26,30.4283,-98.8065,0.1,28.5,19.5,,0.29446875
CB09,2016-04-27,30.4283,-98.8065,17.8,27.0,16.8,,0.35790625000000004
CB09,2016-04-28,30.4283,-98.8065,0.3,27.6,16.7,,0.3358333333333334
CB09,2016-04-29,30.4283,-98.8065,3.7,27.7,19.5,,0.3158229166666667
CB09,2016-04-30,30.4283,-98.8065,0.0,26.6,15.3,,0.2977916666666666
CB09,2016-05-01,30.4283,-98.8065,0.0,21.6,15.6,,0.2816770833333333
CB09,2016-05-02,30.4283,-98.8065,1.8,18.4,13.0,,0.27164583333333336
CB09,2016-05-03,30.4283,-98.8065,0.0,23.1,9.6,,0.2667083333333333
CB09,2016-05-04,30.4283,-98.8065,0.0,26.8,11.7,,0.25614583333333335
CB09,2016-05-05,30.4283,-98.8065,0.0,28.4,11.7,,0.24441666666666664
CB09,2016-05-06,30.4283,-98.8065,0.0,28.5,14.4,,0.23516666666666666
CB09,2016-05-07,30.4283,-98.8065,0.0,27.8,15.9,,0.22589583333333332
CB09,2016-05-08,30.4283,-98.8065,0.0,25.5,17.9,,0.21841666666666668
CB09,2016-05-09,30.4283,-98.8065,0.0,31.2,19.3,,0.219275
CB09,2016-05-10,30.4283,-98.8065,2.2,31.9,19.6,,0.21714166666666668
CB09,2016-05-11,30.4283,-98.8065,1.8,31.5,19.4,,0.21086458333333333
CB09,2016-05-12,30.4283,-98.8065,0.2,26.6,19.7,,0.20619791666666665
CB09,2016-05-13,30.4283,-98.8065,1.9,28.7,19.5,,0.20647916666666666
CB09,2016-05-14,30.4283,-98.8065,25.1,27.8,19.0,,0.20166666666666666
CB09,2016-05-15,30.4283,-98.8065,3.4,21.3,16.2,,0.19781250000000003
CB09,2016-05-16,30.4283,-98.8065,0.7,26.0,17.5,,0.19939583333333333
CB09,2016-05-17,30.4283,-98.8065,2.8,25.2,18.4,,0.2019375
CB09,2016-05-18,30.4283,-98.8065,0.0,21.4,16.4,,0.3738928571428571
CB09,2016-05-19,30.4283,-98.8065,25.3,23.5,14.3,,0.3865238095238095
CB09,2016-05-20,30.4283,-98.8065,0.0,26.4,13.8,,0.3687708333333333
CB09,2016-05-21,30.4283,-98.8065,2.4,26.5,19.5,,0.35010416666666666
CB09,2016-05-22,30.4283,-98.8065,1.2,26.9,21.1,,0.3365
CB09,2016-05-23,30.4283,-98.8065,0.9,28.4,21.5,,0.3231041666666667
CB09,2016-05-24,30.4283,-98.8065,0.1,28.5,21.7,,0.31006249999999996
CB09,2016-05-25,30.4283,-98.8065,1.1,29.0,22.9,,0.299125
CB09,2016-05-26,30.4283,-98.8065,4.2,30.8,20.9,,0.2915625
CB09,2016-05-27,30.4283,-98.8065,2.2,30.8,19.8,,0.35685416666666664
CB09,2016-05-28,30.4283,-98.8065,0.9,30.5,19.3,,0.33528125000000003
CB09,2016-05-29,30.4283,-98.8065,0.5,30.7,20.3,,0.3763854166666667
CB09,2016-05-30,30.4283,-98.8065,4.6,28.8,20.8,,0.3802916666666667
CB09,2016-05-31,30.4283,-98.8065,46.9,27.0,20.0,,0.3832083333333333
CB09,2016-06-01,30.4283,-98.8065,3.0,26.7,19.0,,0.3922291666666667
CB09,2016-06-02,30.4283,-98.8065,21.1,21.7,18.6,,0.42412500000000003
CB09,2016-06-03,30.4283,-98.8065,16.9,24.0,16.8,,0.39918750000000003
CB09,2016-06-04,30.4283,-98.8065,4.8,25.8,17.9,,0.39343750000000005
CB09,2016-06-05,30.4283,-98.8065,0.2,26.4,18.6,,0.3821666666666667
CB09,2016-06-06,30.4283,-98.8065,0.0,27.1,14.6,,0.3623541666666667
CB09,2016-06-07,30.4283,-98.8065,0.0,28.5,17.8,,0.34390625
CB09,2016-06-08,30.4283,-98.8065,0.4,28.4,18.3,,0.3273854166666667
CB09,2016-06-09,30.4283,-98.8065,0.8,29.1,19.9,,0.30964583333333334
CB09,2016-06-10,30.4283,-98.8065,0.0,30.1,21.3,,0.29229999999999995
CB09,2016-06-11,30.4283,-98.8065,0.0,30.5,22.3,,0.2751416666666667
CB09,2016-06-12,30.4283,-98.8065,0.9,31.9,23.3,,0.25984999999999997
CB09,2016-06-13,30.4283,-98.8065,0.0,32.0,24.0,,0.24822916666666664
CB09,2016-06-14,30.4283,-98.8065,0.0,31.9,24.1,,0.23802083333333332
CB09,2016-06-15,30.4283,-98.8065,0.0,34.6,23.9,,0.23156666666666667
CB09,2016-06-16,30.4283,-98.8065,0.0,34.5,22.9,,0.22261041666666667
CB09,2016-06-17,30.4283,-98.8065,0.0,35.7,22.3,,0.21551874999999998
CB09,2016-06-18,30.4283,-98.8065,0.0,35.3,23.3,,0.2096458333333333
CB09,2016-06-19,30.4283,-98.8065,0.0,32.3,24.0,,0.21853333333333333
CB09,2016-06-20,30.4283,-98.8065,0.0,32.7,22.6,,0.3272916666666667
CB09,2016-06-21,30.4283,-98.8065,0.0,33.0,23.1,,0.29464583333333333
CB09,2016-06-22,30.4283,-98.8065,0.0,33.4,23.3,,0.26635416666666667
CB09,2016-06-23,30.4283,-98.8065,0.0,34.1,22.8,,0.24629166666666666
CB09,2016-06-24,30.4283,-98.8065,0.0,32.9,23.0,,0.2297986111111111
CB09,2016-06-25,30.4283,-98.8065,1.0,30.4,23.0,,0.21830555555555553
CB09,2016-06-26,30.4283,-98.8065,2.7,31.7,22.4,,0.2126875
CB09,2016-06-27,30.4283,-98.8065,0.2,33.3,22.3,,0.20977083333333332
CB09,2016-06-28,30.4283,-98.8065,0.0,34.4,23.0,,0.2056583333333333
CB09,2016-06-29,30.4283,-98.8065,0.0,34.0,21.7,,0.20325833333333332
CB09,2016-06-30,30.4283,-98.8065,0.0,33.9,22.7,,0.20052083333333334
CB09,2016-07-01,30.4283,-98.8065,0.0,34.9,22.7,,0.1973625
CB09,2016-07-02,30.4283,-98.8065,0.1,35.6,23.5,,0.1942
CB09,2016-07-03,30.4283,-98.8065,0.4,36.3,23.9,,0.190203125
CB09,2016-07-04,30.4283,-98.8065,0.0,36.8,24.9,,0.18765104166666666
CB09,2016-07-05,30.4283,-98.8065,0.0,36.9,24.3,,0.18485416666666665
CB09,2016-07-06,30.4283,-98.8065,0.0,36.2,24.4,,0.1831220238095238
CB09,2016-07-07,30.4283,-98.8065,0.0,36.4,23.6,,0.18062797619047619
CB09,2016-07-08,30.4283,-98.8065,0.0,35.9,23.3,,0.177765625
CB09,2016-07-09,30.4283,-98.8065,0.0,34.8,23.9,,0.1747413194444444
CB09,2016-07-10,30.4283,-98.8065,1.2,33.4,24.7,,0.17294444444444443
CB09,2016-07-11,30.4283,-98.8065,0.0,35.7,24.0,,0.1718045634920635
CB09,2016-07-12,30.4283,-98.8065,0.0,35.7,23.3,,0.1696875
CB09,2016-07-13,30.4283,-98.8065,0.2,36.7,24.0,,0.1680357142857143
CB09,2016-07-14,30.4283,-98.8065,0.0,36.7,24.0,,0.1660625
CB09,2016-07-15,30.4283,-98.8065,0.0,37.3,23.6,,0.16410416666666666
CB09,2016-07-16,30.4283,-98.8065,0.4,35.7,22.9,,0.16114583333333332
CB09,2016-07-17,30.4283,-98.8065,0.0,35.2,22.6,,0.15914583333333335
CB09,2016-07-18,30.4283,-98.8065,0.0,33.7,23.2,,0.15717361111111108
CB09,2016-07-19,30.4283,-98.8065,0.0,34.3,24.3,,0.1561597222222222
CB09,2016-07-20,30.4283,-98.8065,0.0,34.6,23.7,,0.15444444444444444
CB09,2016-07-21,30.4283,-98.8065,0.0,36.5,24.1,,0.1531597222222222
CB09,2016-07-22,30.4283,-98.8065,0.0,37.0,24.3,,0.15141666666666664
CB09,2016-07-23,30.4283,-98.8065,0.0,37.1,24.9,,0.15004166666666666
CB09,2016-07-24,30.4283,-98.8065,0.0,36.7,24.8,,0.1481458333333333
CB09,2016-07-25,30.4283,-98.8065,0.7,35.9,25.4,,0.14785416666666665
CB09,2016-07-26,30.4283,-98.8065,1.8,32.5,23.9,,0.1585595238095238
CB09,2016-07-27,30.4283,-98.8065,2.0,32.2,23.4,,0.15864880952380953
CB09,2016-07-28,30.4283,-98.8065,0.2,32.7,23.5,,0.15929166666666666
CB09,2016-07-29,30.4283,-98.8065,0.0,32.8,23.1,,0.15810416666666666
CB09,2016-07-30,30.4283,-98.8065,0.3,34.2,23.2,,0.15815104166666666
CB09,2016-07-31,30.4283,-98.8065,0.2,35.0,23.3,,0.15636979166666667
CB09,2016-08-01,30.4283,-98.8065,0.0,36.1,23.2,,0.15252083333333333
CB09,2016-08-02,30.4283,-98.8065,0.0,36.7,22.3,,0.14854166666666666
CB09,2016-08-03,30.4283,-98.8065,0.0,36.9,23.7,,0.14593749999999997
CB09,2016-08-04,30.4283,-98.8065,0.0,36.8,24.0,,0.14291666666666666
CB09,2016-08-05,30.4283,-98.8065,0.2,35.8,24.0,,0.14083333333333334
CB09,2016-08-06,30.4283,-98.8065,0.0,36.0,24.3,,0.1388125
CB09,2016-08-07,30.4283,-98.8065,0.0,36.5,24.4,,0.1374375
CB09,2016-08-08,30.4283,-98.8065,0.0,36.9,24.8,,0.1358125
CB09,2016-08-09,30.4283,-98.8065,0.1,36.7,24.7,,0.134125
CB09,2016-08-10,30.4283,-98.8065,0.0,37.4,24.8,,0.13284027777777777
CB09,2016-08-11,30.4283,-98.8065,0.0,37.8,25.1,,0.13180555555555554
CB09,2016-08-12,30.4283,-98.8065,1.2,37.5,25.8,,0.13066666666666668
CB09,2016-08-13,30.4283,-98.8065,13.4,28.0,22.9,,0.19964583333333333
CB09,2016-08-14,30.4283,-98.8065,8.6,27.3,22.3,,0.3667916666666667
CB09,2016-08-15,30.4283,-98.8065,28.9,23.5,20.8,,0.3971458333333333
CB09,2016-08-16,30.4283,-98.8065,17.0,24.2,20.8,,0.38354166666666667
CB09,2016-08-17,30.4283,-98.8065,3.4,25.6,22.1,,0.3827291666666666
CB09,2016-08-18,30.4283,-98.8065,12.6,28.2,21.6,,0.38556250000000003
CB09,2016-08-19,30.4283,-98.8065,0.2,30.0,22.8,,0.381375
CB09,2016-08-20,30.4283,-98.8065,18.3,24.9,22.0,,0.3828125
CB09,2016-08-21,30.4283,-98.8065,14.3,26.0,21.5,,0.3945625
CB09,2016-08-22,30.4283,-98.8065,2.3,29.2,21.6,,0.3879375
CB09,2016-08-23,30.4283,-98.8065,0.0,30.4,22.8,,0.3615208333333333
CB09,2016-08-24,30.4283,-98.8065,0.0,30.3,21.3,,0.33279166666666665
CB09,2016-08-25,30.4283,-98.8065,0.0,30.3,21.2,,0.30806249999999996
CB09,2016-08-26,30.4283,-98.8065,0.6,29.4,22.0,,0.2849791666666666
CB09,2016-08-27,30.4283,-98.8065,0.5,30.0,21.6,,0.2637291666666667
CB09,2016-08-28,30.4283,-98.8065,0.4,28.5,21.7,,0.24847916666666667
CB09,2016-08-29,30.4283,-98.8065,2.3,28.2,21.4,,0.2342638888888889
CB09,2016-08-30,30.4283,-98.8065,1.1,27.6,21.3,,0.22494444444444442
CB09,2016-08-31,30.4283,-98.8065,0.9,30.1,21.6,,0.21738888888888888
CB09,2016-09-01,30.4283,-98.8065,0.4,30.3,22.1,,0.20939027777777777
CB09,2016-09-02,30.4283,-98.8065,2.6,28.7,21.2,,0.2021166666666667
CB09,2016-09-03,30.4283,-98.8065,2.0,29.1,21.4,,0.19823749999999998
CB09,2016-09-04,30.4283,-98.8065,0.3,29.2,21.4,,0.19561666666666666
CB09,2016-09-05,30.4283,-98.8065,0.5,29.5,21.6,,0.19329166666666667
CB09,2016-09-06,30.4283,-98.8065,0.0,30.2,23.1,,0.19369791666666666
CB09,2016-09-07,30.4283,-98.8065,0.0,31.2,23.2,,0.19118125
CB09,2016-09-08,30.4283,-98.8065,0.0,31.6,21.7,,0.18629583333333333
CB09,2016-09-09,30.4283,-98.8065,0.0,31.8,21.8,,0.1803597222222222
CB09,2016-09-10,30.4283,-98.8065,0.2,29.9,21.8,,0.17421527777777776
CB09,2016-09-11,30.4283,-98.8065,0.1,29.3,18.9,,0.1718229166666667
CB09,2016-09-12,30.4283,-98.8065,0.0,29.8,20.3,,0.17094494047619047
CB09,2016-09-13,30.4283,-98.8065,0.1,28.9,21.3,,0.16789880952380953
CB09,2016-09-14,30.4283,-98.8065,1.2,28.7,21.9,,0.16504166666666667
CB09,2016-09-15,30.4283,-98.8065,0.7,29.7,20.8,,0.16266666666666665
CB09,2016-09-16,30.4283,-98.8065,0.2,31.6,21.8,,0.16008333333333333
CB09,2016-09-17,30.4283,-98.8065,0.0,31.9,22.4,,0.15678124999999998
CB09,2016-09-18,30.4283,-98.8065,0.0,33.6,22.8,,0.15411458333333333
CB09,2016-09-19,30.4283,-98.8065,0.0,34.4,23.5,,0.1514434523809524
CB09,2016-09-20,30.4283,-98.8065,0.0,33.3,22.4,,0.14778571428571427
CB09,2016-09-21,30.4283,-98.8065,0.2,32.0,22.5,,0.14412499999999998
CB09,2016-09-22,30.4283,-98.8065,0.0,30.9,20.3,,0.14052083333333334
CB09,2016-09-23,30.4283,-98.8065,0.2,30.9,23.1,,0.13915972222222223
CB09,2016-09-24,30.4283,-98.8065,4.8,31.2,22.7,,0.1370486111111111
CB09,2016-09-25,30.4283,-98.8065,19.0,26.6,21.0,,0.19252083333333334
CB09,2016-09-26,30.4283,-98.8065,46.7,21.3,17.2,,0.36514583333333334
CB09,2016-09-27,30.4283,-98.8065,0.1,23.3,16.7,,0.3591041666666666
CB09,2016-09-28,30.4283,-98.8065,0.0,27.4,16.0,,0.3375902777777778
CB09,2016-09-29,30.4283,-98.8065,0.0,25.5,14.9,,0.3118888888888889
CB09,2016-09-30,30.4283,-98.8065,0.0,23.6,12.1,,0.28843749999999996
CB09,2016-10-01,30.4283,-98.8065,1.0,24.5,14.0,,0.2726875
CB09,2016-10-02,30.4283,-98.8065,0.0,26.3,13.3,,0.26
CB09,2016-10-03,30.4283,-98.8065,0.0,27.1,14.5,,0.24663333333333334
CB09,2016-10-04,30.4283,-98.8065,0.0,29.3,19.5,,0.236375
CB09,2016-10-05,30.4283,-98.8065,0.0,30.3,20.3,,0.22563750000000002
CB09,2016-10-06,30.4283,-98.8065,0.0,30.2,21.8,,0.21420138888888887
CB09,2016-10-07,30.4283,-98.8065,0.9,24.6,17.9,,0.2037986111111111
CB09,2016-10-08,30.4283,-98.8065,0.0,24.8,15.0,,0.19798958333333336
CB09,2016-10-09,30.4283,-98.8065,0.0,24.8,14.9,,0.19076041666666665
CB09,2016-10-10,30.4283,-98.8065,0.0,25.6,12.6,,0.18329166666666666
CB09,2016-10-11,30.4283,-98.8065,0.0,28.1,12.3,,0.17854166666666668
CB09,2016-10-12,30.4283,-98.8065,0.0,30.1,16.2,,0.17511458333333332
CB09,2016-10-13,30.4283,-98.8065,0.2,27.0,19.2,,0.17130208333333333
CB09,2016-10-14,30.4283,-98.8065,0.7,27.6,18.8,,0.16784722222222223
CB09,2016-10-15,30.4283,-98.8065,0.0,29.3,20.7,,0.1673045634920635
CB09,2016-10-16,30.4283,-98.8065,0.0,30.3,20.3,,0.1651294642857143
CB09,2016-10-17,30.4283,-98.8065,0.0,30.8,20.4,,0.16202083333333334
CB09,2016-10-18,30.4283,-98.8065,0.0,30.4,21.0,,0.15815625
CB09,2016-10-19,30.4283,-98.8065,0.0,29.4,21.2,,0.1556875
CB09,2016-10-20,30.4283,-98.8065,0.6,24.1,17.3,,0.15115625
CB09,2016-10-21,30.4283,-98.8065,0.0,21.7,11.3,,0.14501041666666664
CB09,2016-10-22,30.4283,-98.8065,0.0,24.3,10.1,,0.14115625
CB09,2016-10-23,30.4283,-98.8065,0.0,25.3,14.3,,0.13963541666666665
CB09,2016-10-24,30.4283,-98.8065,0.0,25.8,16.9,,0.14065178571428572
CB09,2016-10-25,30.4283,-98.8065,0.1,25.2,17.5,,0.13861904761904761
CB09,2016-10-26,30.4283,-98.8065,0.0,26.6,16.7,,0.13795833333333332
CB09,2016-10-27,30.4283,-98.8065,0.2,26.8,17.2,,0.13704687499999998
CB09,2016-10-28,30.4283,-98.8065,0.0,26.8,15.4,,0.1348322916666667
CB09,2016-10-29,30.4283,-98.8065,0.0,27.1,16.6,,0.1333375
CB09,2016-10-30,30.4283,-98.8065,0.0,28.1,17.7,,0.13289791666666667
CB09,2016-10-31,30.4283,-98.8065,0.0,26.7,16.2,,0.13069791666666666
CB09,2016-11-01,30.4283,-98.8065,0.0,28.5,19.5,,0.1311875
CB09,2016-11-02,30.4283,-98.8065,9.4,27.0,19.7,,0.13129166666666667
CB09,2016-11-03,30.4283,-98.8065,17.0,25.2,19.1,,0.23440972222222223
CB09,2016-11-04,30.4283,-98.8065,2.2,21.9,18.1,,0.35562599206349205
CB09,2016-11-05,30.4283,-98.8065,7.9,22.4,17.3,,0.33394345238095235
CB09,2016-11-06,30.4283,-98.8065,8.4,20.9,15.4,,0.35025
CB09,2016-11-07,30.4283,-98.8065,4.5,21.3,16.9,,0.3763541666666667
CB09,2016-11-08,30.4283,-98.8065,21.6,17.9,15.4,,0.3988958333333334
CB09,2016-11-09,30.4283,-98.8065,39.5,15.0,13.6,,0.40439583333333334
CB09,2016-11-10,30.4283,-98.8065,0.2,18.0,13.3,,0.38045833333333334
CB09,2016-11-11,30.4283,-98.8065,0.0,20.2,10.7,,0.36623958333333334
CB09,2016-11-12,30.4283,-98.8065,0.0,20.2,13.5,,0.3560173611111111
CB09,2016-11-13,30.4283,-98.8065,0.2,20.5,12.3,,0.34555555555555556
CB09,2016-11-14,30.4283,-98.8065,0.0,23.9,12.9,,0.336203125
CB09,2016-11-15,30.4283,-98.8065,0.0,26.0,12.4,,0.3245230654761905
CB09,2016-11-16,30.4283,-98.8065,0.0,25.1,14.0,,0.3123363095238095
CB09,2016-11-17,30.4283,-98.8065,0.0,23.6,14.4,,0.30202083333333335
CB09,2016-11-18,30.4283,-98.8065,1.8,20.2,9.6,,0.29841666666666666
CB09,2016-11-19,30.4283,-98.8065,0.0,13.0,5.2,,0.2847708333333333
CB09,2016-11-20,30.4283,-98.8065,0.0,16.1,2.1,,0.27839583333333334
CB09,2016-11-21,30.4283,-98.8065,0.0,20.6,8.7,,0.276625
CB09,2016-11-22,30.4283,-98.8065,0.7,21.4,15.3,,0.27902083333333333
CB09,2016-11-23,30.4283,-98.8065,3.2,18.5,9.1,,0.2751354166666667
CB09,2016-11-24,30.4283,-98.8065,0.0,21.1,7.6,,0.26948958333333334
CB09,2016-11-25,30.4283,-98.8065,6.9,16.3,13.0,,0.2682291666666667
CB09,2016-11-26,30.4283,-98.8065,0.0,17.9,12.0,,0.26616666666666666
CB09,2016-11-27,30.4283,-98.8065,0.0,21.1,14.2,,0.26495833333333335
CB09,2016-11-28,30.4283,-98.8065,0.2,21.2,11.9,,0.2643125
CB09,2016-11-29,30.4283,-98.8065,0.0,20.9,9.2,,0.2564375
CB09,2016-11-30,30.4283,-98.8065,0.0,14.4,6.4,,0.25085416666666666
CB09,2016-12-01,30.4283,-98.8065,0.0,17.0,4.9,,0.24461805555555552
CB09,2016-12-02,30.4283,-98.8065,9.0,12.6,10.0,,0.26531944444444444
CB09,2016-12-03,30.4283,-98.8065,39.5,11.1,7.9,,0.3841041666666667
CB09,2016-12-04,30.4283,-98.8065,12.8,9.4,8.1,,0.38004166666666667
CB09,2016-12-05,30.4283,-98.8065,11.9,11.6,6.9,,0.38230000000000003
CB09,2016-12-06,30.4283,-98.8065,0.0,12.1,6.5,,0.3667416666666667
CB09,2016-12-07,30.4283,-98.8065,0.0,14.1,3.3,,0.3635208333333333
CB09,2016-12-08,30.4283,-98.8065,0.0,9.3,-0.4,,0.35627499999999995
CB09,2016-12-09,30.4283,-98.8065,0.0,6.8,-1.5,,0.34428229166666663
CB09,2016-12-10,30.4283,-98.8065,0.0,9.7,1.4,,0.3375260416666667
CB09,2016-12-11,30.4283,-98.8065,0.0,17.7,8.8,,0.3432291666666667
CB09,2016-12-12,30.4283,-98.8065,0.0,17.2,5.3,,0.34189583333333334
CB09,2016-12-13,30.4283,-98.8065,0.0,18.9,9.4,,0.3389583333333333
CB09,2016-12-14,30.4283,-98.8065,0.0,17.5,6.2,,0.3299166666666667
CB09,2016-12-15,30.4283,-98.8065,0.0,10.0,6.7,,0.32493750000000005
CB09,2016-12-16,30.4283,-98.8065,0.0,18.4,9.6,,0.32689583333333333
CB09,2016-12-17,30.4283,-98.8065,0.0,23.6,2.6,,0.3281541666666667
CB09,2016-12-18,30.4283,-98.8065,0.0,1.1,-6.1,,0.31292916666666665
CB09,2016-12-19,30.4283,-98.8065,0.0,4.3,-6.0,,0.30324999999999996
CB09,2016-12-20,30.4283,-98.8065,0.0,15.0,1.5,,0.30832291666666667
CB09,2016-12-21,30.4283,-98.8065,0.0,19.3,6.0,,0.31005208333333334
CB09,2016-12-22,30.4283,-98.8065,0.0,14.8,6.4,,0.309
CB09,2016-12-23,30.4283,-98.8065,0.0,18.8,10.6,,0.30927083333333333
CB09,2016-12-24,30.4283,-98.8065,3.0,22.5,15.6,,0.31135416666666665
CB09,2016-12-25,30.4283,-98.8065,0.2,23.2,16.9,,0.310375
CB09,2016-12-26,30.4283,-98.8065,2.1,24.4,17.0,,0.3095833333333333
CB09,2016-12-27,30.4283,-98.8065,0.0,18.8,14.7,,0.3053958333333333
CB09,2016-12-28,30.4283,-98.8065,0.0,24.9,16.3,,0.30391666666666667
CB09,2016-12-29,30.4283,-98.8065,0.0,17.2,9.7,,0.2970833333333333
CB09,2016-12-30,30.4283,-98.8065,0.8,10.9,8.1,,0.28891666666666665
CB09,2016-12-31,30.4283,-98.8065,0.0,22.2,8.3,,0.28829166666666667
CB09,2017-01-01,30.4283,-98.8065,0.8,21.4,8.5,,0.28693749999999996
CB09,2017-01-02,30.4283,-98.8065,1.8,19.9,10.9,,0.31687499999999996
CB09,2017-01-03,30.4283,-98.8065,0.0,18.8,6.9,,0.32526041666666666
